4.91847e+3, 1.96025e+0
6.70979e+3, 1.95891e+0
6.70203e+3, 5.87406e+0
2.11678e+4, 5.91884e+0
2.14822e+4, 4.95792e+0
3.13667e+4, 4.90391e+0
3.13603e+4, 5.94373e+0
4.57898e+4, 5.87898e+0
4.62065e+4, 1.08449e+1
6.94592e+4, 1.08902e+1
6.94533e+4, 1.18087e+1
9.89771e+4, 1.19195e+1
1.00371e+5, 2.04838e+1
1.45842e+5, 2.06752e+1
1.46566e+5, 1.87796e+1
2.14004e+5, 1.85750e+1
2.15080e+5, 1.58779e+1
4.60769e+5, 1.56125e+1
4.65744e+5, 5.84909e+0
6.80042e+5, 5.78537e+0
6.79923e+5, 6.83689e+0
9.97587e+5, 6.83113e+0
1.00821e+6, 2.93393e+0
1.46498e+6, 2.91672e+0
1.46668e+6, 9.67773e-1
3.18813e+6, 9.61246e-1
3.18929e+6, 6.81371e-1
