1.56127e+0,1.11915e+1
1.51920e+0,3.24423e+1
1.75341e+0,3.27760e+1
2.06561e+0,4.93552e+1
2.38406e+0,1.63431e+1
2.67747e+0,8.57696e+1
3.11141e+0,1.37334e+2
3.56665e+0,6.37448e+1
4.06068e+0,3.21119e+2
4.84946e+0,2.78256e+2
5.48360e+0,1.38747e+2
6.37235e+0,1.17791e+2
7.45587e+0,1.16591e+2
8.37348e+0,8.31764e+1
9.66438e+0,1.10776e+2
1.13077e+1,3.21119e+1
1.11543e+1,1.11915e+1
1.46571e+1,1.10776e+1
1.47575e+1,6.44004e+1
1.68017e+1,1.60120e+1
1.95248e+1,1.66810e+1
2.28446e+1,6.70914e+1
2.58319e+1,4.88527e+1
2.60089e+1,1.13066e+1
3.41766e+1,1.13066e+1
3.44107e+1,3.41455e+1
