2.46490e-1,6.41588e+2
2.46490e-1,1.12760e+1
3.72387e-1,1.11588e+1
3.80282e-1,6.68955e+2
3.72387e-1,1.11588e+1
7.59958e-1,1.11588e+1
7.65291e-1,6.62006e+2
7.59958e-1,1.13943e+1
1.01231e+0,1.12760e+1
9.84388e-1,6.55129e+2
1.18068e+0,1.33265e+3
1.38672e+0,1.26486e+3
1.51870e+0,1.98177e+3
1.80885e+0,1.94080e+3
2.02301e+0,3.30578e+3
2.32671e+0,3.90694e+3
2.69478e+0,2.59996e+3
3.14299e+0,2.62725e+3
3.53977e+0,2.04483e+3
4.21604e+0,2.62725e+3
4.68234e+0,6.75977e+2
4.74829e+0,1.15140e+1
9.55560e+0,1.13943e+1
9.69020e+0,1.30511e+3
9.55560e+0,1.17570e+1
1.09901e+1,1.15140e+1
1.13019e+1,1.94080e+3
