8.81851e-1,1.14693e+1
9.08731e-1,2.00702e+1
9.50594e-1,4.15402e+1
9.72244e-1,8.03942e+1
1.02470e+0,1.74014e+2
1.11290e+0,3.18447e+2
1.21780e+0,5.51050e+2
1.26437e+0,7.62322e+2
1.50264e+0,1.37953e+3
1.95413e+0,2.20731e+3
2.42937e+0,3.45362e+3
2.82288e+0,4.27189e+3
3.58932e+0,3.99446e+3
4.33024e+0,2.82351e+3
4.95669e+0,2.11068e+3
5.54742e+0,1.30446e+3
6.49458e+0,8.24443e+2
7.10675e+0,5.44917e+2
7.60345e+0,3.36774e+2
8.63834e+0,2.35402e+2
9.45257e+0,1.39116e+2
1.00376e+1,8.40748e+1
1.09837e+1,3.71421e+1
1.13185e+1,2.32132e+1
1.14038e+1,1.18609e+1
